X,Y,ID,SERIE,SITIO,AZIMUTE,SCN,VIAPRINC,BAIRRO,SITIO1,SERIE1,STATUS,FINALIDADE,ENDERECO,BENEFICIAD,DESCRTIPOL,DATAATIVAC,DATADESATI,FISCALIZAC,TOTALFXS,TEMDISPLAY,TEMCONTAGE,INFVELOCID,INFAVANCO,INFPARADAF,INFCONVERS,INFRETORNO,INFFXEXCLU,INFCIRCCAM,INFCAPACET,INFCINTOSE,KML_NAME,DESCRIO,DESCRIO2,MULTIPLE_F
-38.508371,-3.806523,83,FSMTD0200,FS084,189,00256:d,AV DEPUTADO PAULINO ROCHA,CAJAZEIRAS,FS084,FSMTD0200,Ativo,Fiscalizao,"Av. Dep. Paulino Rocha, 1001 - Oposto  [N-S]",Indefinido,Meio de quadra,20130322.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS084 - FSMTD0200,"<b>FS084 - FSMTD0200</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>22/03/2013<br><b>Local:</b> Av. Dep. Paulino Rocha, 1001 - Oposto  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS084|FSMTD0200
-38.508263,-3.80664,82,FSMTD0197,FS074,8,00256:d,AV DEPUTADO PAULINO ROCHA,CAJAZEIRAS,FS074,FSMTD0197,Ativo,Fiscalizao,"Av. Dep. Paulino Rocha, 1001  [S-N]",Indefinido,Meio de quadra,20130322.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS074 - FSMTD0197,"<b>FS074 - FSMTD0197</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>22/03/2013<br><b>Local:</b> Av. Dep. Paulino Rocha, 1001  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS074|FSMTD0197
-38.494465,-3.845733,254,ATSMS00501,AT213,2,00603:C,RUA PADRE PEDRO DE ALENCAR,PAUPINA,AT213,ATSMS00501,Ativo,Fiscalizao,"Av. Pe. Pedro de Alencar, 2037  [S-N]",EMEIF Demcrito Rocha,Meio de quadra,20140702.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT213 - ATSMS00501,"<b>AT213 - ATSMS00501</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>02/07/2014<br><b>Local:</b> Av. Pe. Pedro de Alencar, 2037  - EMEIF Demcrito Rocha<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT213|ATSMS00501
-38.494466,-3.844235,253,ATSMS00500,AT212,180,00603:C,RUA PADRE PEDRO DE ALENCAR,PARQUE SANTA MARIA,AT212,ATSMS00500,Ativo,Fiscalizao,"Av. Pe. Pedro de Alencar, 1850  [N-S]",EMEIF Demcrito Rocha,Meio de quadra,20140702.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT212 - ATSMS00500,"<b>AT212 - ATSMS00500</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>02/07/2014<br><b>Local:</b> Av. Pe. Pedro de Alencar, 1850  - EMEIF Demcrito Rocha<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT212|ATSMS00500
-38.502346,-3.831806,262,TST03,TST03,120,00603:C,AV JORNALISTA THOMAS COELHO,MESSEJANA,TST03,TST03,Inativo,Indefinido,"Av. Thoms Coelho, em frente ao Terminal de Messejana  [O-L]",Indefinido,Meio de quadra,,,No-metrolgico,0,N,N,N,N,N,N,N,N,N,N,N,TST03 - TST03,"<b>TST03 - TST03</b><br><b>Inativo</b><br><b>Finalidade: </b>Indefinido<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Thoms Coelho, em frente ao Terminal de Messejana  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 0<br><b> Infraes: </b>Equipamento para testes;",TST03|TST03
-38.495733,-3.821251,206,130617.1203,01385192,160,00603:C,AV FREI CIRILO,MESSEJANA,01385192,130617.1203,Ativo,Fiscalizao,"Av. Frei Cirilo, 4290  [N-S]",Igrejas/Supermercado,Travessia de pedestres,20130723.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385192 - 130617.1203,"<b>01385192 - 130617.1203</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>23/07/2013<br><b>Local:</b> Av. Frei Cirilo, 4290  - Igrejas/Supermercado<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385192|130617.1203
-38.495658,-3.821224,288,N.E.,01385233,335,00603:C,AV FREI CIRILO,MESSEJANA,01385233,130617.1203,Ativo,Fiscalizao,"Av. Frei Cirilo, 4290  [S-N]",Instituto Frei Joo Pedro XI,Travessia de pedestres,20141112.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385233 - 130617.1203,"<b>01385233 - 130617.1203</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>12/11/2014<br><b>Local:</b> Av. Frei Cirilo, 4290  - Instituto Frei Joo Pedro XI<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385233|N.E.
-38.494494,-3.810705,81,FSMTD0257,FS065,70,00256:c,AV MINISTRO JOSE AMERICO,PARQUE IRACEMA,FS065,FSMTD0257,Inativo,Fiscalizao,"CE-402  Rd. Ministro Jos Amrico, 584  [O-L]",EMEIF Anglica Gurgel,Travessia de pedestres,20130405.000000,20141102.000000,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS065 - FSMTD0257,"<b>FS065 - FSMTD0257</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>05/04/2013<br><b>Local:</b> CE-402  Rd. Ministro Jos Amrico, 584  - EMEIF Anglica Gurgel<br>Travessia de pedestres<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS065|FSMTD0257
-38.494176,-3.810448,80,FSMTD0258,FS064,250,00256:c,AV MINISTRO JOSE AMERICO,PARQUE IRACEMA,FS064,FSMTD0258,Inativo,Fiscalizao,"CE-402  Rd. Ministro Jos Amrico, 660 - Oposto  [L-O]",EMEIF Anglica Gurgel,Travessia de pedestres,20130405.000000,20141102.000000,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS064 - FSMTD0258,"<b>FS064 - FSMTD0258</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>05/04/2013<br><b>Local:</b> CE-402  Rd. Ministro Jos Amrico, 660 - Oposto  - EMEIF Anglica Gurgel<br>Travessia de pedestres<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS064|FSMTD0258
-38.531605,-3.797298,9,FSMTD0201,FS070,160,00168:b,AV DEDE BRASIL,ITAPERI,FS070,FSMTD0201,Ativo,Fiscalizao,"Av. Pedro Ramalho, 4997 - Oposto  [O-L]",Indefinido,Meio de quadra,20130220.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS070 - FSMTD0201,"<b>FS070 - FSMTD0201</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>20/02/2013<br><b>Local:</b> Av. Pedro Ramalho, 4997 - Oposto  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS070|FSMTD0201
-38.518617,-3.798137,332,N.E.,FS116,10,00256:d,AV ALBERTO CRAVEIRO,BOA VISTA,FS116,N.E.,Ativo,Fiscalizao,"Av. Alberto Craveiro, 2027  [S-N]",Cond. Esp. Uirapuru,Meio de quadra,20141021.000000,,Metrolgico,4,N,S,S,N,N,N,N,N,N,N,N,FS116 - N.E.,"<b>FS116 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>21/10/2014<br><b>Local:</b> Av. Alberto Craveiro, 2027  - Cond. Esp. Uirapuru<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade;",FS116|N.E.
-38.518599,-3.797696,348,N.E.,FS120,190,00256:d,AV ALBERTO CRAVEIRO,BOA VISTA,FS120,N.E.,Aprovado,Fiscalizao,"Av. Alberto Craveiro, 2222  [S-N]",Cond. Esp. Uirapuru,Meio de quadra,,,Metrolgico,4,N,S,S,N,N,N,N,N,N,N,N,FS120 - N.E.,"<b>FS120 - N.E.</b><br><b>Aprovado</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Alberto Craveiro, 2222  - Cond. Esp. Uirapuru<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade;",FS120|N.E.
-38.517757,-3.793496,231,1306013.1200,01385163,190,00256:d,AV ALBERTO CRAVEIRO,BOA VISTA,01385163,1306013.1200,Ativo,Fiscalizao,"Av. Alberto Craveiro, 1480  [N-S]",CSF Edmar Fujita,Travessia de pedestres,20140728.000000,,Misto,4,N,S,S,S,S,N,N,N,N,N,N,01385163 - 1306013.1200,"<b>01385163 - 1306013.1200</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/07/2014<br><b>Local:</b> Av. Alberto Craveiro, 1480  - CSF Edmar Fujita<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385163|1306013.1200
-38.517615,-3.793529,232,130522.1196,01385162,15,00256:d,AV ALBERTO CRAVEIRO,BOA VISTA,01385162,130522.1196,Ativo,Fiscalizao,"Av. Alberto Craveiro, 1480 - Oposto  [S-N]",CSF Edmar Fujita,Travessia de pedestres,20140722.000000,,Misto,4,N,S,S,S,S,N,N,N,N,N,N,01385162 - 130522.1196,"<b>01385162 - 130522.1196</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>22/07/2014<br><b>Local:</b> Av. Alberto Craveiro, 1480 - Oposto  - CSF Edmar Fujita<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385162|130522.1196
-38.502462,-3.791802,271,FSMTD194,FS111,160,00256:a,RUA DESEMBARGADOR GONZAGA,CIDADE DOS FUNCIONRIOS,FS111,FSMTD194,Ativo,Fiscalizao,"Av. Desembargador Gonzaga, 532  [N-S]",Indefinido,Meio de quadra,20140522.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,FS111 - FSMTD194,"<b>FS111 - FSMTD194</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>22/05/2014<br><b>Local:</b> Av. Desembargador Gonzaga, 532  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",FS111|FSMTD194
-38.503579,-3.787279,267,TST05,TST05,195,00256:a,AV JOSE LEON,JARDIM DAS OLIVEIRAS,TST05,TST05,Inativo,Indefinido,Av. Rogaciano Leite x R. Jos Leon  [N-S],Indefinido,Cruzamento,,,No-metrolgico,0,N,N,N,N,N,N,N,N,N,N,N,TST05 - TST05,<b>TST05 - TST05</b><br><b>Inativo</b><br><b>Finalidade: </b>Indefinido<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Rogaciano Leite x R. Jos Leon  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 0<br><b> Infraes: </b>Equipamento para testes;",TST05|TST05
-38.513045,-3.775172,181,130621.1208,01385002,185,00250:c,AV RAUL BARBOSA,AEROLNDIA,01385002,130621.1208,Ativo,Fiscalizao,"Av. Governador Raul Barbosa, 7148  [N-S]",Indefinido,Travessia de pedestres,20130730.000000,,Misto,3,N,S,S,S,S,N,N,N,N,N,N,01385002 - 130621.1208,"<b>01385002 - 130621.1208</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>30/07/2013<br><b>Local:</b> Av. Governador Raul Barbosa, 7148  - Indefinido<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385002|130621.1208
-38.512943,-3.775191,180,130621.1208,01385001,5,00250:c,AV RAUL BARBOSA,AEROLNDIA,01385001,130621.1208,Ativo,Fiscalizao,"Av. Governador Raul Barbosa, 7143  [S-N]",Indefinido,Travessia de pedestres,20130730.000000,,Misto,3,N,S,S,S,S,N,N,N,N,N,N,01385001 - 130621.1208,"<b>01385001 - 130621.1208</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>30/07/2013<br><b>Local:</b> Av. Governador Raul Barbosa, 7143  - Indefinido<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385001|130621.1208
-38.502562,-3.783388,22,FSMTD0188,FS073,190,00256:a,AV ROGACIANO LEITE,JARDIM DAS OLIVEIRAS,FS073,FSMTD0188,Ativo,Fiscalizao,"Av. Rogaciano Leite, 2821 - Oposto  [N-S]",Escola Maria de Lourdes Ribeiro Jereissati,Travessia de pedestres,20130204.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS073 - FSMTD0188,"<b>FS073 - FSMTD0188</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>04/02/2013<br><b>Local:</b> Av. Rogaciano Leite, 2821 - Oposto  - Escola Maria de Lourdes Ribeiro Jereissati<br>Travessia de pedestres<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS073|FSMTD0188
-38.510526,-3.769763,95,FSMTD0174,FS081,195,00250:c,TV MILANO,AEROLNDIA,FS081,FSMTD0174,Ativo,Fiscalizao,"Av. Gov. Raul Barbosa, 5980  [N-S]",Indefinido,Meio de quadra,20130411.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,FS081 - FSMTD0174,"<b>FS081 - FSMTD0174</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>11/04/2013<br><b>Local:</b> Av. Gov. Raul Barbosa, 5980  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",FS081|FSMTD0174
-38.510423,-3.769805,94,FSMTD0176,FS082,25,00250:c,AV RAUL BARBOSA,AEROLNDIA,FS082,FSMTD0176,Ativo,Fiscalizao,"Av. Gov. Raul Barbosa, 5980 - Oposto  [S-N]",Indefinido,Meio de quadra,20130411.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,FS082 - FSMTD0176,"<b>FS082 - FSMTD0176</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>11/04/2013<br><b>Local:</b> Av. Gov. Raul Barbosa, 5980 - Oposto  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",FS082|FSMTD0176
-38.529768,-3.763622,228,ATSMS00706,AT206,20,00506:g,RUA VIA LACTEA,AEROPORTO,AT206,ATSMS00706,Ativo,Fiscalizao,"R. Via Lctea, 198 - Oposto  [S-N]",Indefinido,Meio de quadra,20130925.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT206 - ATSMS00706,"<b>AT206 - ATSMS00706</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>25/09/2013<br><b>Local:</b> R. Via Lctea, 198 - Oposto  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT206|ATSMS00706
-38.532341,-3.758062,137,130207.1104,01385167,130,00113:g,AV BORGES DE MELO,PARREO,01385167,130207.1104,Ativo,Fiscalizao,Av. Borges de Melo x Av. Deputado Oswaldo Studart  [O-L],Rodoviria,Cruzamento,20130704.000000,,Misto,4,N,S,S,S,S,N,S,N,N,N,N,01385167 - 130207.1104,<b>01385167 - 130207.1104</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>04/07/2013<br><b>Local:</b> Av. Borges de Melo x Av. Deputado Oswaldo Studart  - Rodoviria<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano; Retorno;",01385167|130207.1104
-38.531981,-3.75311,250,ATSMS00694,AT211,135,00085:c,AV EDUARDO GIRAO,FTIMA,AT211,ATSMS00694,Ativo,Fiscalizao,Av. Eduardo Giro entre Av. Luciano Carneiro e Gal. Silva Jnior  [O-L],Indefinido,Meio de quadra,20140521.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT211 - ATSMS00694,<b>AT211 - ATSMS00694</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>21/05/2014<br><b>Local:</b> Av. Eduardo Giro entre Av. Luciano Carneiro e Gal. Silva Jnior  - Indefinido<br>Meio de quadra<br>,"<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT211|ATSMS00694
-38.530633,-3.754123,289,140410.1326,01385225,315,00113:g,RUA GENERAL SILVA JUNIOR,FTIMA,01385225,140410.1326,Ativo,Fiscalizao,Av. Eduardo Giro x Gal. Silva Jnior  [L-O],Indefinido,Cruzamento,20140730.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385225 - 140410.1326,<b>01385225 - 140410.1326</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>30/07/2014<br><b>Local:</b> Av. Eduardo Giro x Gal. Silva Jnior  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385225|140410.1326
-38.520646,-3.753591,131,130327.1162,01385128,85,00049:d,AV 13 MAIO,FTIMA,01385128,130327.1162,Inativo,Fiscalizao,Av. Pontes Vieira x Av. Visconde do Rio Branco  [O-L],Indefinido,Cruzamento,20130502.000000,20140418.000000,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385128 - 130327.1162,<b>01385128 - 130327.1162</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>02/05/2013<br><b>Local:</b> Av. Pontes Vieira x Av. Visconde do Rio Branco  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385128|130327.1162
-38.520481,-3.75364,120,130410.1173,01385127,350,00049:e,AV VISCONDE DO RIO BRANCO,FTIMA,01385127,130410.1173,Inativo,Fiscalizao,Av. Visconde do Rio Branco x Av. Pontes Vieira  [S-N],Indefinido,Cruzamento,20130502.000000,20140701.000000,Misto,3,N,S,S,S,S,N,N,N,N,N,N,01385127 - 130410.1173,<b>01385127 - 130410.1173</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>02/05/2013<br><b>Local:</b> Av. Visconde do Rio Branco x Av. Pontes Vieira  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385127|130410.1173
-38.520404,-3.7535,121,130327.1162,01385129,260,00049:b,AV PONTES VIEIRA,JOAQUIM TVORA,01385129,130327.1162,Ativo,Fiscalizao,Av. Pontes Vieira x Av. Visconde do Rio Branco  [L-O],Indefinido,Cruzamento,20130502.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385129 - 130327.1162,<b>01385129 - 130327.1162</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>02/05/2013<br><b>Local:</b> Av. Pontes Vieira x Av. Visconde do Rio Branco  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385129|130327.1162
-38.534894,-3.744532,153,130207.1107,01385183,300,00047:f,AV 13 MAIO,FTIMA,01385183,130207.1107,Ativo,Fiscalizao,Av. 13 de Maio x R. Senador Pompeu  [L-O],Indefinido,Cruzamento,20130704.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385183 - 130207.1107,<b>01385183 - 130207.1107</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>04/07/2013<br><b>Local:</b> Av. 13 de Maio x R. Senador Pompeu  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385183|130207.1107
-38.534326,-3.735705,165,130410.1170,01385207,40,00380:c,AV DA UNIVERSIDADE,BENFICA,01385207,130410.1170,Ativo,Fiscalizao,Av. da Universidade x Av. Domingos Olmpio  [S-N],Indefinido,Cruzamento,20130603.000000,,Misto,3,N,S,S,S,S,N,N,N,N,N,N,01385207 - 130410.1170,<b>01385207 - 130410.1170</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>03/06/2013<br><b>Local:</b> Av. da Universidade x Av. Domingos Olmpio  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385207|130410.1170
-38.533155,-3.735839,358,,FS131,285,,AV DOMINGOS OLYMPIO,BENFICA,FS131,N.E.,Pendente,Fiscalizao,"Av. Domingos Olmpio, 1112  [L-O]",Indefinido,Meio de quadra,,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,FS131 - N.E.,"<b>FS131 - N.E.</b><br><b>Pendente</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Domingos Olmpio, 1112  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",FS131|N.E.
-38.530984,-3.736659,359,,FS132,285,,AV DOMINGOS OLYMPIO,JOS BONIFCIO,FS132,N.E.,Pendente,Fiscalizao,"Av. Domingos Olmpio, aps Br. Do Rio Branco  [L-O]",Indefinido,Meio de quadra,,,No-metrolgico,2,N,S,N,N,N,N,N,N,N,N,N,FS132 - N.E.,"<b>FS132 - N.E.</b><br><b>Pendente</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Domingos Olmpio, aps Br. Do Rio Branco  - Indefinido<br>Meio de quadra<br>",<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>,FS132|N.E.
-38.529911,-3.737003,360,,FS133,285,,AV DOMINGOS OLYMPIO,JOS BONIFCIO,FS133,N.E.,Pendente,Fiscalizao,"Av. Domingos Olmpio, 50m antes da R. Floriano Peixoto  [L-O]",Indefinido,Meio de quadra,,,No-metrolgico,2,N,S,N,N,N,N,N,N,N,N,N,FS133 - N.E.,"<b>FS133 - N.E.</b><br><b>Pendente</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Domingos Olmpio, 50m antes da R. Floriano Peixoto  - Indefinido<br>Meio de quadra<br>",<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>,FS133|N.E.
-38.529071,-3.737409,361,,FS127,100,,AV DOMINGOS OLYMPIO,JOS BONIFCIO,FS127,N.E.,Pendente,Fiscalizao,"Av. Domingos Olmpio, 597  [O-L]",Indefinido,Meio de quadra,,,No-metrolgico,2,N,S,N,N,N,N,N,S,N,N,N,FS127 - N.E.,"<b>FS127 - N.E.</b><br><b>Pendente</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Domingos Olmpio, 597  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Faixa exclusiva;",FS127|N.E.
-38.528242,-3.737403,362,,FS134,285,,AV DOMINGOS OLYMPIO,JOS BONIFCIO,FS134,N.E.,Pendente,Fiscalizao,"Av. Domingos Olmpio, 560  [L-O]",Indefinido,Meio de quadra,,,No-metrolgico,2,N,S,N,N,N,N,N,N,N,N,N,FS134 - N.E.,"<b>FS134 - N.E.</b><br><b>Pendente</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Domingos Olmpio, 560  - Indefinido<br>Meio de quadra<br>",<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>,FS134|N.E.
-38.525337,-3.746144,65,FSMTD0235,FS048,150,00315:a,AV AGUANAMBI,FTIMA,FS048,FSMTD0235,Ativo,Fiscalizao,"Av. Aguanambi, 1050  [N-S]",Hospital Gomes da Frota,Travessia de pedestres,20130409.000000,,Metrolgico,4,N,S,S,N,N,N,N,N,N,N,N,FS048 - FSMTD0235,"<b>FS048 - FSMTD0235</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>09/04/2013<br><b>Local:</b> Av. Aguanambi, 1050  - Hospital Gomes da Frota<br>Travessia de pedestres<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade;",FS048|FSMTD0235
-38.524785,-3.746872,64,FSMTD0180,FS047,330,00315:a,AV AGUANAMBI,FTIMA,FS047,FSMTD0180,Ativo,Fiscalizao,"Av. Aguanambi, 965  [S-N]",Indefinido,Meio de quadra,20130409.000000,,Metrolgico,4,N,S,S,N,N,N,N,N,N,N,N,FS047 - FSMTD0180,"<b>FS047 - FSMTD0180</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>09/04/2013<br><b>Local:</b> Av. Aguanambi, 965  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade;",FS047|FSMTD0180
