X,Y,ID,SERIE,SITIO,AZIMUTE,SCN,VIAPRINC,BAIRRO,SITIO1,SERIE1,STATUS,FINALIDADE,ENDERECO,BENEFICIAD,DESCRTIPOL,DATAATIVAC,DATADESATI,FISCALIZAC,TOTALFXS,TEMDISPLAY,TEMCONTAGE,INFVELOCID,INFAVANCO,INFPARADAF,INFCONVERS,INFRETORNO,INFFXEXCLU,INFCIRCCAM,INFCAPACET,INFCINTOSE,KML_NAME,DESCRIO,DESCRIO2,MULTIPLE_F
-38.562028,-3.747349,125,ATSMS00703,AT200,135,00120:g,RUA HUMBERTO MONTE,BELA VISTA,AT200,ATSMS00703,Ativo,Fiscalizao,"Av. Eng. Humberto Monte, 1498 - Oposto  [O-L]",Colgio Christus,Meio de quadra,20130910.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,AT200 - ATSMS00703,"<b>AT200 - ATSMS00703</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>10/09/2013<br><b>Local:</b> Av. Eng. Humberto Monte, 1498 - Oposto  - Colgio Christus<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",AT200|ATSMS00703
-38.561945,-3.747274,124,ATSMS00695,AT201,315,00120:g,RUA HUMBERTO MONTE,AMADEU FURTADO,AT201,ATSMS00695,Ativo,Fiscalizao,"Av. Eng. Humberto Monte, 1410  [L-O]",Colgio Christus,Meio de quadra,20130910.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,AT201 - ATSMS00695,"<b>AT201 - ATSMS00695</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>10/09/2013<br><b>Local:</b> Av. Eng. Humberto Monte, 1410  - Colgio Christus<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",AT201|ATSMS00695
-38.566441,-3.736132,151,130207.1109,01385018,80,00413:L,AV BEZERRA DE MENEZES,PARQUELNDIA,01385018,130207.1109,Inativo,Fiscalizao,"Av. Bezerra de Menezes, 2461  [O-L]",North Shopping,Travessia de pedestres,20130703.000000,20141010.000000,Misto,4,N,S,S,S,S,N,N,N,N,N,N,01385018 - 130207.1109,"<b>01385018 - 130207.1109</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>03/07/2013<br><b>Local:</b> Av. Bezerra de Menezes, 2461  - North Shopping<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385018|130207.1109
-38.566464,-3.735988,152,130225.1142,01385019,260,00413:J,AV BEZERRA DE MENEZES,PRESIDENTE KENNEDY,01385019,130225.1142,Inativo,Fiscalizao,"Av. Bezerra de Menezes, 2461 - Oposto  [L-O]",North Shopping,Travessia de pedestres,20130703.000000,20141010.000000,Misto,4,N,S,S,S,S,N,N,N,N,N,N,01385019 - 130225.1142,"<b>01385019 - 130225.1142</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>03/07/2013<br><b>Local:</b> Av. Bezerra de Menezes, 2461 - Oposto  - North Shopping<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385019|130225.1142
-38.559904,-3.74059,296,N.E.,AT217,75,00302:h,AV JOVITA FEITOSA,AMADEU FURTADO,AT217,N.E.,Ativo,Fiscalizao,"Av. Jovita Feitosa, 2535  [O-L]",Indefinido,Meio de quadra,20141016.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT217 - N.E.,"<b>AT217 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>16/10/2014<br><b>Local:</b> Av. Jovita Feitosa, 2535  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT217|N.E.
-38.55242,-3.751849,300,ATSMS00503,AT219,225,00123:g,AV JOSE BASTOS,RODOLFO TEFILO,AT219,N.E.,Aprovado,Fiscalizao,"Av. Jos Bastos, 3786  [N-S]",Banco do Brasil,Meio de quadra,,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,AT219 - N.E.,"<b>AT219 - N.E.</b><br><b>Aprovado</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Jos Bastos, 3786  - Banco do Brasil<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",AT219|ATSMS00503
-38.552914,-3.749287,175,130715.1211,01385086,130,00123:h,RUA PROFESSOR COSTA MENDES,RODOLFO TEFILO,01385086,130715.1211,Ativo,Fiscalizao,"Av. Professor Costa Mendes, 1609  [O-L]",Hospital Universitrio,Travessia de pedestres,20130808.000000,,Misto,1,N,S,S,S,S,N,N,N,N,N,N,01385086 - 130715.1211,"<b>01385086 - 130715.1211</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>08/08/2013<br><b>Local:</b> Av. Professor Costa Mendes, 1609  - Hospital Universitrio<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385086|130715.1211
-38.55289,-3.749257,176,130715.1211,01385085,310,00123:h,RUA PROFESSOR COSTA MENDES,RODOLFO TEFILO,01385085,130715.1211,Ativo,Fiscalizao,"Av. Professor Costa Mendes, 1608  [L-O]",Hospital Universitrio,Travessia de pedestres,20130808.000000,,Misto,1,N,S,S,S,S,N,N,N,N,N,N,01385085 - 130715.1211,"<b>01385085 - 130715.1211</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>08/08/2013<br><b>Local:</b> Av. Professor Costa Mendes, 1608  - Hospital Universitrio<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385085|130715.1211
-38.559473,-3.740421,297,N.E.,AT216,250,00127:b,AV JOVITA FEITOSA,PARQUELNDIA,AT216,N.E.,Ativo,Fiscalizao,"Av. Jovita Feitosa, 2444  [L-O]",Indefinido,Meio de quadra,20141016.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT216 - N.E.,"<b>AT216 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>16/10/2014<br><b>Local:</b> Av. Jovita Feitosa, 2444  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT216|N.E.
-38.546763,-3.761182,128,130410.1172,01385071,215,00328:e,RUA ALBERTO MAGNO,BOM FUTURO,01385071,130410.1172,Ativo,Fiscalizao,R. Alberto Magno x R. Desembargador Praxedes  [N-S],Indefinido,Cruzamento,20130515.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385071 - 130410.1172,<b>01385071 - 130410.1172</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>15/05/2013<br><b>Local:</b> R. Alberto Magno x R. Desembargador Praxedes  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385071|130410.1172
-38.549223,-3.748865,162,130410.1169,01385164,45,00123:g,AV JOSE BASTOS,RODOLFO TEFILO,01385164,130410.1169,Ativo,Fiscalizao,Av. Jos Bastos x R. Delmiro de Farias  [S-N],Indefinido,Cruzamento,20130606.000000,,Misto,3,N,S,S,S,S,N,N,N,N,N,N,01385164 - 130410.1169,<b>01385164 - 130410.1169</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>06/06/2013<br><b>Local:</b> Av. Jos Bastos x R. Delmiro de Farias  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385164|130410.1169
-38.549178,-3.748622,292,N.E.,01385237,225,00123:g,AV JOSE BASTOS,RODOLFO TEFILO,01385237,N.E.,Aprovado,Fiscalizao,Av. Jos Bastos x R. Delmiro de Farias  [N-S],Hemoce,Cruzamento,,,Misto,3,N,S,S,S,S,N,N,N,N,N,N,01385237 - N.E.,<b>01385237 - N.E.</b><br><b>Aprovado</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Jos Bastos x R. Delmiro de Farias  - Hemoce<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385237|N.E.
-38.545978,-3.748492,219,N.E.,AT915,210,00123:g,AV JOAO PESSOA,DAMAS,AT915,N.E.,Aprovado,Fiscalizao,"Av. Joo Pessoa, N.E.  [N-S]",Indefinido,Meio de quadra,,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,AT915 - N.E.,"<b>AT915 - N.E.</b><br><b>Aprovado</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Joo Pessoa, N.E.  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",AT915|N.E.
-38.545805,-3.748404,220,ATSMS00711,AT207,30,00123:g,AV JOAO PESSOA,DAMAS,AT207,ATSMS00711,Ativo,Fiscalizao,"Av. Joo Pessoa, N.E.  [S-N]",Indefinido,Meio de quadra,20140120.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT207 - ATSMS00711,"<b>AT207 - ATSMS00711</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>20/01/2014<br><b>Local:</b> Av. Joo Pessoa, N.E.  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT207|ATSMS00711
-38.5471,-3.737874,167,ATSMS00561,AT092,255,00306:b,AV JOVITA FEITOSA,PARQUE ARAX,AT092,ATSMS00561,Ativo,Fiscalizao,"Av. Jovita Feitosa, 369  [L-O]",Indefinido,Meio de quadra,20130311.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT092 - ATSMS00561,"<b>AT092 - ATSMS00561</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>11/03/2013<br><b>Local:</b> Av. Jovita Feitosa, 369  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT092|ATSMS00561
-38.542115,-3.744266,291,N.E.,01385234,45,00465:c,AV UNIVERSIDADE,BENFICA,01385234,N.E.,Ativo,Fiscalizao,Av. da Universidade  [S-N],E.E.F. Centro dos Retalhistas,Travessia de pedestres,20141126.000000,,Misto,3,N,S,S,S,S,N,N,N,N,N,N,01385234 - N.E.,<b>01385234 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>26/11/2014<br><b>Local:</b> Av. da Universidade  - E.E.F. Centro dos Retalhistas<br>Travessia de pedestres<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385234|N.E.
-38.538705,-3.749729,210,130516.1192,01385202,10,00627:b,RUA JORGE DUMAR,JARDIM AMRICA,01385202,130516.1192,Ativo,Fiscalizao,R. Jorge Dummar x Av. Eduardo Giro  [S-N],Indefinido,Cruzamento,20130801.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385202 - 130516.1192,<b>01385202 - 130516.1192</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>01/08/2013<br><b>Local:</b> R. Jorge Dummar x Av. Eduardo Giro  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385202|130516.1192
-38.536799,-3.75038,164,130213.1128,01385186,195,00627:b,AV DOS EXPEDICIONARIOS,BENFICA,01385186,130213.1128,Ativo,Fiscalizao,Av. dos Expedicionrios x Av. Eduardo Giro  [N-S],Indefinido,Cruzamento,20130711.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385186 - 130213.1128,<b>01385186 - 130213.1128</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>11/07/2013<br><b>Local:</b> Av. dos Expedicionrios x Av. Eduardo Giro  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385186|130213.1128
-38.540377,-3.739919,134,130420.1178,01385093,135,00044:h,AV 13 MAIO,BENFICA,01385093,130420.1178,Ativo,Fiscalizao,Av.13 de Maio x Av. Carapinima  [O-L],Shopping Benfica,Cruzamento,20130606.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385093 - 130420.1178,<b>01385093 - 130420.1178</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>06/06/2013<br><b>Local:</b> Av.13 de Maio x Av. Carapinima  - Shopping Benfica<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385093|130420.1178
-38.539193,-3.741037,238,N.E.,01385125,35,00078:c,AV UNIVERSIDADE,BENFICA,01385125,N.E.,Ativo,Fiscalizao,Av. da Universidade x Av. 13 de Maio  [S-N],Indefinido,Cruzamento,20150128.000000,,Misto,5,N,S,S,S,S,N,N,N,N,N,N,01385125 - N.E.,<b>01385125 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/01/2015<br><b>Local:</b> Av. da Universidade x Av. 13 de Maio  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 5<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385125|N.E.
-38.539243,-3.740896,240,N.E.,01385126,130,00078:d,AV 13 MAIO,BENFICA,01385126,N.E.,Ativo,Fiscalizao,Av. 13 de Maio x Av. da Universidade  [O-L],Indefinido,Cruzamento,20150128.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385126 - N.E.,<b>01385126 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/01/2015<br><b>Local:</b> Av. 13 de Maio x Av. da Universidade  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385126|N.E.
-38.538961,-3.741027,239,N.E.,01385124,305,00078:b,AV 13 MAIO,BENFICA,01385124,N.E.,Ativo,Fiscalizao,Av. 13 de Maio x Av. da Universidade  [L-O],Indefinido,Cruzamento,20150128.000000,,Misto,3,N,S,S,S,S,N,S,N,N,N,N,01385124 - N.E.,<b>01385124 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/01/2015<br><b>Local:</b> Av. 13 de Maio x Av. da Universidade  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Retorno;",01385124|N.E.
-38.584375,-3.733799,190,130730.1221,01385049,170,00151:a,AV DEMETRIO MENEZES,ANTNIO BEZERRA,01385049,130730.1221,Ativo,Fiscalizao,Av. Demtrio Menezes x Av. Sargento Hermnio Sampaio  [N-S],Indefinido,Cruzamento,20130918.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385049 - 130730.1221,<b>01385049 - 130730.1221</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>18/09/2013<br><b>Local:</b> Av. Demtrio Menezes x Av. Sargento Hermnio Sampaio  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385049|130730.1221
-38.584488,-3.732821,230,130813.1231,01385205,170,00151:a,AV DEMETRIO MENEZES,ANTNIO BEZERRA,01385205,130813.1231,Ativo,Fiscalizao,"R. Demtrio Menezes, 3303 - Oposto  [N-S]",Txtil Guararapes,Travessia de pedestres,20130930.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385205 - 130813.1231,"<b>01385205 - 130813.1231</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>30/09/2013<br><b>Local:</b> R. Demtrio Menezes, 3303 - Oposto  - Txtil Guararapes<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385205|130813.1231
-38.584371,-3.732979,229,130813.1231,01385206,350,00508:e,AV DEMETRIO MENEZES,PADRE ANDRADE,01385206,130813.1231,Ativo,Fiscalizao,"R. Demtrio Menezes, 3303  [S-N]",Txtil Guararapes,Travessia de pedestres,20130930.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385206 - 130813.1231,"<b>01385206 - 130813.1231</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>30/09/2013<br><b>Local:</b> R. Demtrio Menezes, 3303  - Txtil Guararapes<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385206|130813.1231
-38.586189,-3.723891,146,130411.1174,01385118,355,00151:a,AV CORONEL CARVALHO,JARDIM IRACEMA,01385118,130411.1174,Ativo,Fiscalizao,Av. Coronel Carvalho x Av. Major Assis  [S-N],Indefinido,Cruzamento,20130528.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385118 - 130411.1174,<b>01385118 - 130411.1174</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/05/2013<br><b>Local:</b> Av. Coronel Carvalho x Av. Major Assis  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385118|130411.1174
-38.58634,-3.72368,147,130411.1174,01385119,175,00151:a,AV CORONEL CARVALHO,JARDIM GUANABARA,01385119,130411.1174,Ativo,Fiscalizao,Av. Coronel Carvalho x Av. Major Assis  [N-S],Indefinido,Cruzamento,20130528.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385119 - 130411.1174,<b>01385119 - 130411.1174</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/05/2013<br><b>Local:</b> Av. Coronel Carvalho x Av. Major Assis  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385119|130411.1174
-38.588013,-3.717395,194,130718.1218,01385073,175,00151:a,AV CORONEL CARVALHO,VILA VELHA,01385073,130718.1218,Ativo,Fiscalizao,Av. Coronel Carvalho x Av. Conselheiro Lafayete  [N-S],Indefinido,Cruzamento,20130902.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385073 - 130718.1218,<b>01385073 - 130718.1218</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>02/09/2013<br><b>Local:</b> Av. Coronel Carvalho x Av. Conselheiro Lafayete  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385073|130718.1218
-38.587856,-3.717611,193,130718.1218,01385072,350,00151:a,AV CORONEL CARVALHO,JARDIM IRACEMA,01385072,130718.1218,Ativo,Fiscalizao,Av. Coronel Carvalho x Av. Conselheiro Lafayete  [S-N],Indefinido,Cruzamento,20130902.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385072 - 130718.1218,<b>01385072 - 130718.1218</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>02/09/2013<br><b>Local:</b> Av. Coronel Carvalho x Av. Conselheiro Lafayete  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385072|130718.1218
-38.59141,-3.703795,166,ATSMS00533,AT061,350,00056:D,AV CORONEL CARVALHO,BARRA DO CEAR,AT061,ATSMS00533,Ativo,Fiscalizao,"Av. Cel. Carvalho, 163  [S-N]",Indefinido,Meio de quadra,20130312.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT061 - ATSMS00533,"<b>AT061 - ATSMS00533</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>12/03/2013<br><b>Local:</b> Av. Cel. Carvalho, 163  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT061|ATSMS00533
-38.584259,-3.733959,189,130730.1221,01385048,350,00151:c,AV DEMETRIO MENEZES,PADRE ANDRADE,01385048,130730.1221,Ativo,Fiscalizao,Av. Demtrio Menezes x Av. Sargento Hermnio Sampaio  [S-N],Indefinido,Cruzamento,20130918.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385048 - 130730.1221,<b>01385048 - 130730.1221</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>18/09/2013<br><b>Local:</b> Av. Demtrio Menezes x Av. Sargento Hermnio Sampaio  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385048|130730.1221
-38.56915,-3.731077,126,ATSMS00709,AT202,180,00595:F,AV GOVERNADOR PARSITAL BARROSO,PRESIDENTE KENNEDY,AT202,ATSMS00709,Ativo,Fiscalizao,"Av. Parsifal Barroso, 400  [N-S]",Indefinido,Meio de quadra,20130911.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,AT202 - ATSMS00709,"<b>AT202 - ATSMS00709</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>11/09/2013<br><b>Local:</b> Av. Parsifal Barroso, 400  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",AT202|ATSMS00709
-38.569028,-3.731062,127,ATSMS00704,AT203,2,00595:F,AV GOVERNADOR PARSITAL BARROSO,PRESIDENTE KENNEDY,AT203,ATSMS00704,Ativo,Fiscalizao,"Av. Parsifal Barroso, 400 - Oposto  [S-N]",Indefinido,Meio de quadra,20130911.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,AT203 - ATSMS00704,"<b>AT203 - ATSMS00704</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>11/09/2013<br><b>Local:</b> Av. Parsifal Barroso, 400 - Oposto  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",AT203|ATSMS00704
-38.568402,-3.72541,290,ATSMS00504,AT218,15,00017:A,AV DOUTOR THEBERGE,PRESIDENTE KENNEDY,AT218,ATSMS00504,Ativo,Fiscalizao,"Av. Dr. Theberge, 2612 - Oposto  [S-N]",Indefinido,Meio de quadra,20140922.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,AT218 - ATSMS00504,"<b>AT218 - ATSMS00504</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>22/09/2014<br><b>Local:</b> Av. Dr. Theberge, 2612 - Oposto  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",AT218|ATSMS00504
-38.568336,-3.724721,14,ATSMS00559,AT037,200,00056:C,AV DOUTOR THEBERGE,PRESIDENTE KENNEDY,AT037,ATSMS00559,Ativo,Fiscalizao,"Av. Dr. Theberge, 2288  [N-S]",Escola,Meio de quadra,20130311.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,AT037 - ATSMS00559,"<b>AT037 - ATSMS00559</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>11/03/2013<br><b>Local:</b> Av. Dr. Theberge, 2288  - Escola<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",AT037|ATSMS00559
-38.579159,-3.704059,168,130228.1149,01385034,110,00056:D,AV PRESIDENTE CASTELO BRANCO,BARRA DO CEAR,01385034,130228.1149,Ativo,Fiscalizao,Av. Pres. Castelo Branco x R. Sen. Robert Kennedy  [O-L],Indefinido,Cruzamento,20130417.000000,,Misto,4,N,S,S,S,S,S,N,N,N,N,N,01385034 - 130228.1149,<b>01385034 - 130228.1149</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>17/04/2013<br><b>Local:</b> Av. Pres. Castelo Branco x R. Sen. Robert Kennedy  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385034|130228.1149
-38.578902,-3.70404,119,130225.1141,01385033,295,00056:D,AV PRESIDENTE CASTELO BRANCO,BARRA DO CEAR,01385033,130225.1141,Ativo,Fiscalizao,Av. Pres. Castelo Branco x R. Sen. Robert Kennedy  [L-O],Indefinido,Cruzamento,20130417.000000,,Misto,4,N,S,S,S,S,S,N,N,N,N,N,01385033 - 130225.1141,<b>01385033 - 130225.1141</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>17/04/2013<br><b>Local:</b> Av. Pres. Castelo Branco x R. Sen. Robert Kennedy  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385033|130225.1141
